School ID,School Name,Decile,Type,Authority,Gender,Regional Council,Education Region,TA with Auckland Local Board,Total,Female,Male,M?ori,Pasifika,Asian,MELAA,Other,European/ P?keh?,International fee paying,All Funded,Alternative Education,International fee paying,Secondary-Tertiary programme,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 22+,Level 1,Level 2,Level 3,Level 4a,Level 4b,Level 5,Taha M?ori,None,NZ M?ori,Samoan,Cook Is. M?ori,Tongan,Niue,Fijian,Tokelauan,Other Pacific,Soutth East Asian,Indian,Chinese,Other Asian,Middle Eastern,Latin American,African,Other,NZ European,Other European,International fee Paying
167,Taupo-nui-a-Tia College,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Bay of Plenty/Rotorua/Taupo,Taupo District,939,483,456,323,23,44,2,3,542,2,927,10,2,0,0,0,0,0,0,0,0,0,225,229,187,157,141,0,0,0,0,0,0,0,0,0,0,184,236,190,167,131,31,0,0,0,0,0,0,0,0,85,0,0,842,323,0,4,0,0,4,14,1,31,5,2,6,0,1,1,3,498,44,2
169,Taumarunui High School,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Waikato,Ruapehu District,386,175,211,265,5,4,0,0,111,1,301,10,1,74,0,0,0,0,0,0,0,0,94,91,79,64,58,0,0,0,0,0,0,0,0,0,1,88,88,83,64,53,7,1,0,1,0,0,0,0,0,0,174,0,127,265,2,2,0,0,0,0,1,2,2,0,0,0,0,0,0,103,8,1
170,Waitara High School,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,340,156,184,213,3,2,0,0,122,0,333,4,0,3,0,0,0,0,0,0,0,0,67,103,67,65,38,0,0,0,0,0,0,0,0,0,0,56,90,83,67,33,10,0,1,0,0,0,0,0,0,32,26,0,275,213,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,119,3,0
171,New Plymouth Boys' High School,7,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,"1,229",0,"1,229",223,39,42,21,19,864,21,"1,199",0,21,9,0,0,0,0,0,0,0,0,277,287,270,221,171,3,0,0,0,0,0,0,0,0,0,223,283,273,240,165,42,2,0,1,0,0,0,0,0,56,0,0,"1,143",223,9,5,3,0,15,2,5,14,11,6,11,2,4,15,19,808,56,21
172,New Plymouth Girls' High School,7,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,"1,249","1,249",0,255,14,56,18,13,866,27,"1,206",4,27,12,0,0,0,0,0,0,0,0,273,271,273,223,209,0,0,0,0,0,0,0,0,0,2,220,261,288,228,210,37,3,0,0,0,0,0,0,0,22,75,0,"1,109",255,7,1,2,0,4,0,0,18,12,15,11,0,1,17,13,808,58,27
173,Spotswood College,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,772,372,400,220,16,29,4,11,474,18,735,11,18,8,0,0,0,0,0,0,0,0,150,173,159,144,146,0,0,0,0,0,0,0,0,0,2,107,166,176,144,135,32,7,2,1,0,0,0,0,0,53,111,0,571,220,3,1,0,1,6,0,5,12,6,8,3,2,0,2,11,422,52,18
174,Sacred Heart Girls' College (N Plymouth),8,Secondary (Year 7-15),State: Integrated,Single Sex-Girls,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,694,694,0,95,17,27,2,7,546,0,694,0,0,0,0,0,0,0,0,0,73,98,109,109,107,107,89,2,0,0,0,0,0,0,0,55,94,105,114,103,108,101,14,0,0,0,0,0,0,0,0,7,14,0,673,95,9,1,0,0,2,1,4,9,9,8,1,0,1,1,7,518,28,0
175,Francis Douglas Memorial College,8,Secondary (Year 7-15),State: Integrated,Single Sex-Boys,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,758,0,758,104,16,30,5,1,595,7,741,0,7,10,0,0,0,0,0,0,87,90,126,131,129,112,83,0,0,0,0,0,0,0,0,60,92,126,122,133,116,93,16,0,0,0,0,0,0,0,0,10,73,0,658,104,8,0,1,0,5,0,2,14,4,4,8,0,2,3,1,557,38,7
176,Ohura Valley Primary,2,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Waikato,Ruapehu District,27,10,17,18,0,0,0,0,9,0,27,0,0,0,3,5,1,3,3,4,2,6,0,0,0,0,0,0,0,3,5,1,3,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
177,Inglewood High School,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth District,417,200,217,60,2,1,0,0,348,6,406,1,6,4,0,0,0,0,0,0,0,0,109,101,106,60,41,0,0,0,0,0,0,0,0,0,0,80,103,106,74,45,8,1,0,0,0,0,0,0,0,7,47,0,352,60,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,333,15,6
179,Stratford High School,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,Stratford District,550,257,293,141,1,7,1,1,399,0,546,3,0,1,0,0,0,0,0,0,0,0,125,140,118,97,66,2,2,0,0,0,0,0,0,0,0,104,131,131,101,56,25,1,0,1,0,0,0,0,0,22,45,74,405,141,0,0,1,0,0,0,0,3,0,2,2,0,0,1,1,379,20,0
180,St Mary's Diocesan School (Stratford),6,Secondary (Year 9-15),State: Integrated,Single Sex-Girls,Taranaki Region,Taranaki/Whanganui/Manawatu,Stratford District,129,129,0,22,2,2,1,1,98,3,126,0,3,0,0,0,0,0,0,0,0,0,37,33,19,24,16,0,0,0,0,0,0,0,0,0,1,26,39,18,21,22,2,0,0,0,0,0,0,0,0,0,0,24,102,22,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,96,2,3
181,Opunake High School,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,322,160,162,128,1,1,0,0,192,0,298,3,0,21,0,0,0,0,0,0,0,0,73,72,76,56,43,2,0,0,0,0,0,0,0,1,1,60,71,73,62,42,10,2,0,0,0,0,0,0,0,158,0,6,134,128,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,186,6,0
182,Hawera High School,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,777,380,397,241,13,27,5,1,490,0,741,8,0,28,0,0,0,0,0,0,0,0,190,175,166,133,113,0,0,0,0,0,0,0,0,0,1,147,176,176,133,122,19,2,1,0,0,0,0,0,0,33,53,132,523,241,1,7,2,0,3,0,0,13,9,1,4,1,2,2,1,473,17,0
183,Ruapehu College,3,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Ruapehu District,166,69,97,116,6,3,0,0,41,0,161,4,0,1,0,0,0,0,0,0,0,0,37,35,40,26,28,0,0,0,0,0,0,0,0,0,0,31,36,41,29,25,2,1,0,0,1,0,0,0,0,18,32,0,111,116,2,0,0,2,2,0,0,2,1,0,0,0,0,0,0,39,2,0
185,Patea Area School,1,Composite (Year 1-15),State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,150,76,74,112,1,4,0,0,33,0,147,3,0,0,6,6,5,8,13,7,20,11,20,14,12,19,8,1,0,6,6,5,7,14,7,15,13,19,15,14,16,11,2,0,0,0,0,0,0,0,0,5,19,0,123,112,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,33,0,0
187,Wanganui City College,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,424,137,287,284,8,6,1,0,114,11,401,3,11,9,0,0,0,0,0,0,0,0,108,64,98,81,73,0,0,0,0,0,0,0,0,0,1,93,65,92,85,61,26,1,0,0,0,0,0,0,0,56,2,0,343,284,1,2,0,0,5,0,0,5,0,1,0,0,0,1,0,114,0,11
188,Wanganui Girls' College,3,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,356,356,0,122,7,5,1,3,215,3,349,4,3,0,0,0,0,0,0,0,0,0,77,62,83,74,60,0,0,0,0,0,0,0,0,0,0,71,59,83,76,60,6,1,0,0,0,0,0,0,0,58,0,0,291,122,0,1,0,0,6,0,0,0,4,1,0,0,1,0,3,203,12,3
189,Wanganui High School,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,"1,621",726,895,410,44,49,14,14,"1,026",64,"1,493",23,64,41,0,0,0,0,0,0,0,0,312,362,352,333,262,0,0,0,0,0,0,0,0,0,1,272,342,373,320,265,44,4,0,0,0,0,0,0,0,127,0,0,"1,366",410,20,2,2,1,12,1,6,8,6,19,16,1,4,9,14,956,70,64
190,Cullinane College,3,Secondary (Year 9-15),State: Integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,260,100,160,117,3,4,0,0,136,0,252,0,0,8,0,0,0,0,0,0,0,0,67,51,66,44,32,0,0,0,0,0,0,0,0,0,0,61,51,63,48,31,6,0,0,0,0,0,0,0,17,20,21,42,152,117,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,133,3,0
191,Longburn Adventist College,6,Secondary (Year 7-15),State: Integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,286,158,128,40,37,22,17,1,159,10,271,0,10,5,0,0,0,0,0,0,30,32,42,59,44,39,40,0,0,0,0,0,0,0,0,27,27,37,61,42,42,40,9,1,0,0,0,0,0,0,0,14,20,0,237,40,11,7,12,0,3,1,3,11,8,3,0,1,2,14,1,146,13,10
192,Wanganui Collegiate School,10,Secondary (Year 9-15),State: Integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,423,160,263,47,3,19,0,0,317,37,386,0,37,0,0,0,0,0,0,0,0,0,83,94,81,79,86,0,0,0,0,0,0,0,0,0,3,71,74,89,85,82,19,0,0,0,0,0,0,0,0,42,0,0,344,47,3,0,0,0,0,0,0,2,1,14,2,0,0,0,0,289,28,37
194,Turakina Maori Girls' College,3,Secondary (Year 9-15),State: Integrated,Single Sex-Girls,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,73,73,0,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,24,16,14,7,12,0,0,0,0,0,0,0,0,0,1,20,15,17,9,10,1,0,0,0,0,0,11,6,56,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Rangitikei College,3,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,275,125,150,101,18,2,0,0,154,0,269,5,0,1,0,0,0,0,0,0,0,0,63,64,51,48,49,0,0,0,0,0,0,0,0,0,1,56,62,49,50,49,8,0,0,0,0,0,0,0,0,57,3,0,209,101,16,1,0,0,1,0,0,0,2,0,0,0,0,0,0,143,11,0
196,Nga Tawa Diocesan School,9,Secondary (Year 9-15),State: Integrated,Single Sex-Girls,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,254,254,0,18,0,6,0,0,210,20,231,0,20,3,0,0,0,0,0,0,0,0,44,56,54,56,44,0,0,0,0,0,0,0,0,0,2,38,51,58,52,48,5,0,0,0,0,0,0,0,0,15,0,0,216,18,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,198,12,20
197,Feilding High School,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,"1,350",695,655,279,18,45,2,4,997,5,"1,315",0,5,30,0,0,0,0,0,0,0,0,286,296,306,273,187,2,0,0,0,0,0,0,0,0,0,231,291,298,291,194,40,3,1,1,0,0,0,0,0,84,0,0,"1,231",279,4,6,4,1,3,0,0,9,10,5,21,0,0,2,4,963,34,5
198,Awatapu College,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,709,338,371,218,39,33,14,1,381,23,684,0,23,2,0,0,0,0,0,0,0,0,138,137,146,143,131,5,9,0,0,0,0,0,0,0,1,119,133,143,141,122,36,7,6,1,0,0,0,0,0,41,41,0,602,218,14,12,3,4,3,2,1,20,2,4,7,3,4,7,1,359,22,23
199,Hato Paora College,3,Secondary (Year 9-15),State: Integrated,Single Sex-Boys,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,70,0,70,68,0,1,0,1,0,0,70,0,0,0,0,0,0,0,0,0,0,0,15,20,15,13,7,0,0,0,0,0,0,0,0,0,1,12,19,16,14,8,0,0,0,0,0,0,35,0,35,0,0,0,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
200,Freyberg High School,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,"1,232",663,569,353,39,63,9,13,731,24,"1,204",1,24,3,0,0,0,0,0,0,0,0,267,240,269,239,217,0,0,0,0,0,0,0,0,0,4,216,240,261,247,204,47,4,6,3,0,21,0,59,0,0,237,4,883,353,20,7,4,0,7,0,1,28,4,0,31,1,3,5,13,688,43,24
201,Queen Elizabeth College,3,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,213,99,114,79,17,32,0,11,74,0,213,0,0,0,0,0,0,0,0,0,0,0,36,37,52,30,17,2,39,0,0,0,0,0,0,0,0,29,32,46,41,16,7,3,1,1,37,0,0,15,0,16,17,146,19,79,5,7,2,0,2,0,1,3,0,13,16,0,0,0,11,73,1,0
202,Palmerston North Boys' High School,9,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,"1,740",0,"1,740",362,69,142,21,32,"1,082",32,"1,679",22,32,7,0,0,0,0,0,0,0,0,396,370,360,360,254,0,0,0,0,0,0,0,0,0,2,313,395,371,334,269,50,5,1,0,0,0,0,0,0,108,1,0,"1,570",362,18,11,22,1,9,4,4,20,31,55,36,5,9,7,32,957,125,32
203,Palmerston North Girls' High School,9,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,"1,233","1,233",0,268,51,122,28,12,739,13,"1,205",11,13,4,0,0,0,0,0,0,0,0,291,276,240,248,178,0,0,0,0,0,0,0,0,0,1,249,272,255,237,179,37,3,0,0,0,0,0,0,0,95,0,0,"1,110",268,13,4,22,1,7,3,1,18,31,44,29,7,3,18,12,696,43,13
204,St Peter's College (Palmerston North),7,Secondary (Year 7-15),State: Integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,591,340,251,102,35,58,15,2,366,13,574,0,13,4,0,0,0,0,0,0,80,104,87,85,82,85,68,0,0,0,0,0,0,0,0,64,97,90,85,90,82,72,9,2,0,0,0,0,0,0,0,6,101,0,467,102,9,4,15,0,0,2,5,37,7,1,13,1,5,9,2,349,17,13
205,Manawatu College,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,310,167,143,143,3,11,0,0,153,0,299,5,0,6,0,0,0,0,0,0,0,0,65,68,67,61,49,0,0,0,0,0,0,0,0,0,0,59,68,72,56,45,9,0,1,0,0,0,0,0,0,10,37,252,0,143,0,0,0,0,0,0,3,2,2,0,7,0,0,0,0,141,12,0
206,Ngata Memorial College,1,Composite (Year 1-15),State: Not integrated,Co-Ed,Gisborne Region,Hawkes Bay/Gisborne,Gisborne District,131,60,71,129,0,0,0,2,0,0,123,0,0,8,6,6,3,3,4,4,11,5,25,24,18,9,12,1,0,5,6,4,3,3,5,10,5,25,21,20,8,13,3,0,0,0,0,0,0,2,81,0,40,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
208,Lytton High School,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Gisborne Region,Hawkes Bay/Gisborne,Gisborne District,666,340,326,476,16,3,1,1,169,0,615,27,0,24,0,0,0,0,0,0,0,0,122,128,191,121,90,7,7,0,0,0,0,0,0,0,0,100,112,197,127,99,22,3,4,1,1,22,0,0,29,44,38,57,425,476,2,5,7,1,1,0,0,1,2,0,0,0,0,1,1,165,4,0
209,Gisborne Boys' High School,3,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Gisborne Region,Hawkes Bay/Gisborne,Gisborne District,756,0,756,474,30,7,1,9,226,9,725,0,9,22,0,0,0,0,0,0,0,0,193,192,156,121,94,0,0,0,0,0,0,0,0,0,1,156,179,176,127,84,33,0,0,0,0,0,0,17,98,67,0,1,542,474,2,5,18,0,1,3,1,1,2,3,1,0,0,1,9,224,2,9
210,Gisborne Girls' High School,3,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Gisborne Region,Hawkes Bay/Gisborne,Gisborne District,828,804,24,461,26,10,6,3,316,6,819,0,6,3,0,0,0,0,0,0,0,0,173,184,158,166,141,6,0,0,0,0,0,0,0,0,0,148,175,167,161,138,35,1,3,0,0,0,0,0,0,83,0,49,687,461,1,3,15,0,1,1,5,3,4,2,1,0,1,5,3,300,16,6
211,Campion College,6,Secondary (Year 7-15),State: Integrated,Co-Ed,Gisborne Region,Hawkes Bay/Gisborne,Gisborne District,499,264,235,117,12,24,1,1,344,0,488,0,0,11,0,0,0,0,0,0,63,67,74,84,71,71,69,0,0,0,0,0,0,0,0,49,70,73,83,68,77,59,17,1,1,1,0,0,0,0,0,12,205,271,0,117,1,0,8,0,3,0,0,5,11,6,2,0,1,0,1,317,27,0
212,Tolaga Bay Area School,2,Composite (Year 1-15),State: Not integrated,Co-Ed,Gisborne Region,Hawkes Bay/Gisborne,Gisborne District,269,122,147,250,2,0,0,0,17,0,240,0,0,29,17,25,19,18,26,16,20,21,20,30,23,20,14,0,0,16,26,19,18,26,16,19,21,21,27,23,22,15,0,0,0,0,0,41,4,8,173,0,14,0,0,250,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
214,Wairoa College,2,Secondary (Year 7-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Wairoa District,538,255,283,471,3,6,0,0,58,0,514,8,0,16,0,0,0,0,0,0,69,94,88,73,95,64,55,0,0,0,0,0,0,0,0,62,93,81,81,96,63,54,3,2,1,1,1,0,16,17,10,0,0,194,277,471,0,2,0,0,1,0,0,1,4,1,0,0,0,0,0,53,5,0
215,Taradale High School,8,Secondary (Year 9-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,975,512,463,178,15,27,8,2,707,38,924,5,38,8,0,0,0,0,0,0,0,0,190,202,217,200,166,0,0,0,0,0,0,0,0,0,0,141,203,219,195,176,40,1,0,0,0,0,0,0,0,70,0,0,854,178,10,3,0,0,0,0,2,5,1,13,8,1,0,7,2,665,42,38
216,Napier Boys' High School,6,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,"1,215",0,"1,215",280,27,23,1,0,870,14,"1,184",2,14,15,0,0,0,0,0,0,0,0,278,277,261,230,169,0,0,0,0,0,0,0,0,0,1,219,276,251,249,198,21,0,0,0,0,0,0,0,0,36,35,0,"1,113",280,13,4,0,0,3,0,7,0,3,4,16,0,0,1,0,821,49,14
217,Napier Girls' High School,7,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,964,964,0,208,18,20,4,3,685,26,924,0,26,14,0,0,0,0,0,0,0,0,214,217,202,182,149,0,0,0,0,0,0,0,0,0,0,181,200,208,207,147,20,0,1,0,0,0,0,0,0,33,103,0,788,208,7,3,0,0,2,0,6,0,2,5,13,2,1,1,3,639,46,26
218,Tamatea High School,3,Secondary (Year 9-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,257,146,111,143,11,5,2,1,89,6,227,6,6,18,0,0,0,0,0,0,0,0,57,70,54,44,32,0,0,0,0,0,0,0,0,0,0,46,62,54,51,31,11,1,1,0,0,0,0,0,0,30,11,24,162,143,5,4,0,0,1,0,1,2,0,1,2,2,0,0,1,80,9,6
219,Sacred Heart College (Napier),5,Secondary (Year 9-15),State: Integrated,Single Sex-Girls,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,295,295,0,66,24,13,2,1,184,5,288,0,5,2,0,0,0,0,0,0,0,0,76,61,60,52,45,1,0,0,0,0,0,0,0,0,1,52,67,62,54,54,4,1,0,0,0,0,0,0,0,21,75,0,192,66,9,0,4,0,0,0,11,3,5,0,5,0,0,2,1,172,12,5
220,William Colenso College,2,Secondary (Year 7-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,416,240,176,235,30,6,2,0,108,35,358,2,35,21,0,0,0,0,0,0,28,34,75,66,70,75,68,0,0,0,0,0,0,0,0,25,28,63,73,74,71,63,17,2,0,0,0,0,0,0,0,13,152,2,191,235,26,4,0,0,0,0,0,0,2,0,4,1,1,0,0,106,2,35
221,Te Wharekura o Ruatoki,1,Composite (Year 1-15),State: Not integrated,Co-Ed,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Whakatane District,161,83,78,161,0,0,0,0,0,0,156,0,0,5,14,15,11,13,18,13,13,13,13,17,9,9,3,0,0,12,16,11,14,18,13,14,12,14,17,7,9,3,1,0,0,0,0,112,42,2,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,St Joseph's Maori Girls' College,3,Secondary (Year 7-15),State: Integrated,Single Sex-Girls,Hawkes Bay Region,Hawkes Bay/Gisborne,Napier City,211,211,0,209,0,0,0,0,2,0,209,0,0,2,0,0,0,0,0,0,9,8,66,41,35,27,25,0,0,0,0,0,0,0,0,8,11,58,46,33,33,20,2,0,0,0,0,0,0,0,0,209,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
223,Havelock North High School,9,Secondary (Year 9-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,875,450,425,148,10,41,10,1,634,31,827,0,31,17,0,0,0,0,0,0,0,0,194,155,184,184,158,0,0,0,0,0,0,0,0,0,1,144,159,179,182,164,43,3,0,0,0,0,0,0,0,33,0,0,794,148,3,2,2,1,1,0,1,18,11,7,5,1,2,7,1,535,99,31
224,Iona College,9,Secondary (Year 7-15),State: Integrated,Single Sex-Girls,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,283,283,0,32,1,4,0,1,234,11,269,0,11,3,0,0,0,0,0,0,26,29,48,49,47,47,37,0,0,0,0,0,0,0,0,22,24,52,47,47,43,42,6,0,0,0,0,0,0,0,0,0,0,54,215,32,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,226,8,11
225,Woodford House,9,Secondary (Year 7-15),State: Integrated,Single Sex-Girls,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,286,286,0,22,2,13,0,4,239,6,277,0,6,3,0,0,0,0,0,0,19,25,39,43,52,53,55,0,0,0,0,0,0,0,0,17,21,32,46,54,51,56,9,0,0,0,0,0,0,0,0,0,0,0,277,22,1,0,0,0,1,0,0,2,2,6,3,0,0,0,4,217,22,6
226,St John's College (Hastings),5,Secondary (Year 9-15),State: Integrated,Single Sex-Boys,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,405,0,405,95,32,17,3,0,258,0,396,0,0,9,0,0,0,0,0,0,0,0,91,68,82,90,73,1,0,0,0,0,0,0,0,0,0,63,74,86,89,70,23,0,0,0,0,0,0,0,0,26,28,0,342,95,14,1,15,0,1,0,1,7,8,1,1,0,1,2,0,247,11,0
227,Hastings Boys' High School,2,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,740,0,740,324,125,29,8,1,248,5,684,1,5,50,0,0,0,0,0,0,0,0,203,169,168,105,95,0,0,0,0,0,0,0,0,0,0,155,167,179,119,95,21,4,0,0,0,0,0,0,0,34,21,0,629,324,64,41,9,0,0,1,10,4,17,3,5,0,0,8,1,237,11,5
228,Hastings Girls' High School,2,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,841,841,0,295,91,41,4,17,382,11,830,0,11,0,0,0,0,0,0,0,0,0,184,177,162,179,139,0,0,0,0,0,0,0,0,0,1,148,170,175,166,142,38,1,0,0,0,0,0,0,0,46,45,0,739,295,44,26,8,1,3,2,7,10,19,4,8,0,1,3,17,358,24,11
229,Karamu High School,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,817,422,395,282,18,21,10,4,482,0,817,0,0,0,0,0,0,0,0,0,0,0,192,209,176,152,88,0,0,0,0,0,0,0,0,0,2,138,197,197,155,107,21,0,0,0,0,0,0,0,0,96,0,0,721,282,7,8,0,0,1,0,2,9,6,1,5,0,1,9,4,466,16,0
230,Lindisfarne College,10,Secondary (Year 7-15),State: Integrated,Single Sex-Boys,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,515,0,515,56,1,10,0,0,432,16,499,0,16,0,0,0,0,0,0,0,29,33,91,88,98,91,85,0,0,0,0,0,0,0,0,24,28,82,85,96,94,89,17,0,0,0,0,0,0,0,0,18,24,61,396,56,0,1,0,0,0,0,0,2,1,4,3,0,0,0,0,413,19,16
231,Taikura Rudolf Steiner School,6,Composite (Year 1-15),State: Integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Hastings District,372,182,190,56,2,18,5,0,290,1,362,0,1,9,0,26,29,36,28,51,54,31,24,30,18,25,20,0,0,0,26,28,37,28,51,32,24,37,26,30,21,17,15,0,0,0,0,0,0,0,0,0,299,0,63,56,1,1,0,0,0,0,0,3,5,0,10,0,5,0,0,245,45,1
232,Te Aute College,3,Secondary (Year 9-15),State: Integrated,Single Sex-Boys,Hawkes Bay Region,Hawkes Bay/Gisborne,Central Hawke's Bay District,78,0,78,78,0,0,0,0,0,0,66,0,0,12,0,0,0,0,0,0,0,0,20,20,14,12,12,0,0,0,0,0,0,0,0,0,0,16,21,14,15,6,6,0,0,0,0,0,0,0,0,45,0,21,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Central Hawkes Bay College,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Hawkes Bay Region,Hawkes Bay/Gisborne,Central Hawke's Bay District,560,271,289,204,12,12,2,0,329,1,555,4,1,0,0,0,0,0,0,0,0,0,98,126,128,113,95,0,0,0,0,0,0,0,0,0,1,77,125,125,116,93,21,1,0,0,1,0,0,0,0,78,0,0,477,204,2,8,0,0,2,0,0,7,2,0,3,0,1,1,0,305,24,1
