School ID,School Name,Decile,Type,Authority,Gender,Regional Council,Education Region,TA with Auckland Local Board,Total,Female,Male,M?ori,Pasifika,Asian,MELAA,Other,European/ P?keh?,International fee paying,All Funded,Alternative Education,International fee paying,Secondary-Tertiary programme,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 22+,Level 1,Level 2,Level 3,Level 4a,Level 4b,Level 5,Taha M?ori,None,NZ M?ori,Samoan,Cook Is. M?ori,Tongan,Niue,Fijian,Tokelauan,Other Pacific,Soutth East Asian,Indian,Chinese,Other Asian,Middle Eastern,Latin American,African,Other,NZ European,Other European,International fee Paying
2848,Gracefield School,4,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,212,94,118,67,18,19,2,1,105,0,212,0,0,0,42,39,33,32,35,27,4,0,0,0,0,0,0,0,0,42,39,31,33,35,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,67,12,1,2,1,0,2,0,2,11,1,5,1,0,1,1,102,3,0
2849,Greenacres School,9,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,201,96,105,28,16,27,1,0,129,0,201,0,0,0,38,43,23,24,32,41,0,0,0,0,0,0,0,0,0,38,43,22,25,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,28,7,3,0,1,4,0,1,3,8,8,8,0,1,0,0,117,12,0
2850,Greytown School,6,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,South Wairarapa District,340,155,185,79,3,3,0,2,253,0,340,0,0,0,46,39,48,51,46,43,30,37,0,0,0,0,0,0,0,46,39,48,51,46,43,30,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,79,1,0,0,1,1,0,0,0,2,1,0,0,0,0,2,249,4,0
2851,Grovetown School,7,Contributing,State: Not integrated,Co-Ed,Marlborough Region,Nelson/Marlborough/West Coast,Marlborough District,45,13,32,2,0,0,0,0,43,0,45,0,0,0,12,4,13,3,7,4,2,0,0,0,0,0,0,0,0,11,5,11,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
2852,Hampton Hill School,6,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,141,61,80,23,31,12,5,0,70,0,141,0,0,0,36,22,20,17,25,20,1,0,0,0,0,0,0,0,0,36,22,18,19,24,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,23,9,11,5,1,2,2,1,5,3,4,0,2,0,3,0,67,3,0
2854,Hataitai School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,339,155,184,22,8,38,2,6,263,0,339,0,0,0,45,55,49,40,44,40,36,30,0,0,0,0,0,0,0,45,54,45,45,44,40,32,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,22,4,1,0,0,0,0,3,0,4,21,13,1,0,1,6,222,41,0
2855,Havelock School,7,Full Primary,State: Not integrated,Co-Ed,Marlborough Region,Nelson/Marlborough/West Coast,Marlborough District,45,24,21,9,0,2,0,0,34,0,45,0,0,0,8,7,5,6,5,2,5,7,0,0,0,0,0,0,0,7,7,6,6,5,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,0,0
2856,Hillcrest School (Pahiatua),2,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Tararua District,34,17,17,26,0,0,1,0,7,0,34,0,0,0,6,4,6,0,4,5,4,5,0,0,0,0,0,0,0,5,5,6,0,4,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
2859,Holy Family School (Porirua),1,Contributing,State: Integrated,Co-Ed,Wellington Region,Wellington,Porirua City,178,85,93,23,146,3,3,0,3,0,178,0,0,0,34,30,27,26,26,34,1,0,0,0,0,0,0,0,0,30,29,28,29,26,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,23,108,5,6,2,0,18,7,2,0,0,1,0,3,0,0,1,2,0
2861,Houghton Valley School,9,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,195,89,106,21,3,3,1,0,167,0,195,0,0,0,32,40,32,32,31,28,0,0,0,0,0,0,0,0,0,31,41,31,33,30,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,21,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,153,14,0
2862,Hutt Central School,8,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,294,140,154,54,20,33,1,0,186,0,294,0,0,0,58,47,39,47,43,50,10,0,0,0,0,0,0,0,0,57,48,33,53,42,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,54,13,2,1,0,3,0,1,13,11,1,8,0,1,0,0,172,14,0
2863,Hutt Intermediate,8,Intermediate,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,639,304,335,100,40,97,7,15,380,0,639,0,0,0,0,0,0,0,0,0,298,341,0,0,0,0,0,0,0,0,0,0,0,0,0,264,314,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,100,22,5,6,0,7,0,0,18,25,30,24,1,1,5,15,356,24,0
2865,Island Bay School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,470,224,246,66,14,39,4,1,346,0,470,0,0,0,70,84,66,75,90,77,8,0,0,0,0,0,0,0,0,57,85,72,79,89,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,66,9,1,2,1,0,0,1,5,16,14,4,1,1,2,1,321,25,0
2866,Johnsonville School,9,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,327,168,159,31,25,78,5,1,187,0,327,0,0,0,57,57,51,54,47,51,10,0,0,0,0,0,0,0,0,56,58,51,53,47,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,31,15,2,0,1,6,0,1,21,31,12,14,2,0,3,1,171,16,0
2867,West Park School,9,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,342,162,180,33,23,124,10,1,151,0,342,0,0,0,62,61,57,50,54,52,6,0,0,0,0,0,0,0,0,58,64,57,51,54,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,33,9,7,2,2,1,0,2,21,30,45,28,4,2,4,1,141,10,0
2868,Kahutara School,7,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,South Wairarapa District,98,45,53,13,1,2,2,1,79,0,98,0,0,0,10,15,10,12,17,13,11,10,0,0,0,0,0,0,0,10,15,10,12,17,13,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,13,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,74,5,0
2871,Kapanui School,8,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Kapiti Coast District,524,276,248,67,13,13,2,1,428,0,524,0,0,0,63,68,64,59,78,65,67,60,0,0,0,0,0,0,0,63,66,65,60,78,63,58,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,67,4,5,0,0,2,0,2,6,2,1,4,0,0,2,1,349,79,0
2872,Mahinawa Specialist School and Resource Centre,4,Special School,State: Not integrated,Co-Ed,Wellington Region,Wellington,Porirua City,63,20,43,12,12,4,1,0,34,0,63,0,0,0,5,7,2,4,1,4,4,5,6,5,3,1,5,11,0,5,7,2,4,1,3,5,4,4,8,2,2,4,5,3,3,1,0,0,0,0,0,0,0,63,0,12,8,2,1,0,0,1,0,1,1,1,1,1,0,0,0,34,0,0
2873,Kapiti School,5,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Kapiti Coast District,239,111,128,92,18,23,4,0,102,0,239,0,0,0,21,25,30,27,33,23,41,39,0,0,0,0,0,0,0,21,25,30,26,34,23,40,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,92,10,2,0,0,1,0,5,14,3,3,3,2,2,0,0,94,8,0
2874,Karori Normal School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,719,329,390,39,10,110,14,14,532,0,719,0,0,0,95,78,109,112,95,81,70,79,0,0,0,0,0,0,0,95,78,107,113,95,82,69,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,39,4,1,3,0,1,0,1,19,31,41,19,5,4,5,14,465,67,0
2875,Karori West Normal School,8,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,429,198,231,63,41,68,12,6,239,0,429,0,0,0,60,67,49,60,49,43,47,54,0,0,0,0,0,0,0,60,67,49,60,48,45,46,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,63,33,2,2,1,1,1,1,14,20,18,16,7,3,2,6,224,15,0
2876,Kelburn Normal School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,297,158,139,15,2,36,3,10,226,5,292,0,5,0,35,34,39,31,40,42,33,43,0,0,0,0,0,0,0,35,34,39,30,41,42,32,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,15,1,0,0,0,0,0,1,2,6,15,13,1,0,2,10,192,34,5
2877,Kelson School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,194,109,85,21,13,20,1,0,139,0,194,0,0,0,32,36,30,28,30,30,8,0,0,0,0,0,0,0,0,31,37,30,28,30,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,21,3,2,2,6,0,0,0,2,8,7,3,0,0,1,0,134,5,0
2878,Kenakena School,8,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Kapiti Coast District,555,267,288,101,16,8,24,5,397,4,551,0,4,0,79,76,45,66,58,62,80,89,0,0,0,0,0,0,0,78,75,47,66,57,63,75,86,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,285,0,101,8,6,0,1,0,1,0,2,0,4,2,3,3,18,5,357,40,4
2879,Khandallah School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,376,203,173,29,7,46,5,9,280,0,376,0,0,0,61,57,70,61,58,60,9,0,0,0,0,0,0,0,0,61,56,70,62,57,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,29,4,0,0,0,0,0,3,1,9,23,13,4,0,1,9,269,11,0
2880,Kilbirnie School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,225,110,115,22,12,20,1,0,170,0,225,0,0,0,37,44,37,39,32,34,2,0,0,0,0,0,0,0,0,34,47,36,39,31,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,22,8,1,1,2,0,0,0,2,5,9,4,0,1,0,0,151,19,0
2882,Koputaroa School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,170,96,74,30,2,6,0,3,129,0,170,0,0,0,27,25,20,23,23,16,21,15,0,0,0,0,0,0,0,23,25,21,26,23,16,20,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,30,2,0,0,0,0,0,0,0,1,2,3,0,0,0,3,128,1,0
2883,Korokoro School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,146,70,76,4,0,4,0,0,138,0,146,0,0,0,21,19,19,12,27,18,17,13,0,0,0,0,0,0,0,19,19,19,14,26,19,13,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,130,8,0
2886,Levin East School,2,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,390,185,205,205,39,11,1,23,111,0,390,0,0,0,59,80,57,64,67,55,7,1,0,0,0,0,0,0,0,56,81,59,64,67,55,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,205,20,2,11,0,1,1,4,2,2,5,2,0,1,0,23,108,3,0
2887,Levin Intermediate,2,Intermediate,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,266,138,128,104,17,5,0,2,138,0,266,0,0,0,0,0,0,0,0,0,118,148,0,0,0,0,0,0,0,0,0,0,0,0,0,108,133,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,104,6,2,5,2,0,2,0,1,2,2,0,0,0,0,2,134,4,0
2888,Levin North School,3,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,289,144,145,115,13,9,2,7,143,0,289,0,0,0,46,45,54,42,43,50,9,0,0,0,0,0,0,0,0,44,47,53,42,44,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,115,7,3,1,0,1,0,1,1,6,2,0,0,1,1,7,138,5,0
2889,Levin School,1,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,115,60,55,62,17,0,0,0,36,0,115,0,0,0,22,14,21,13,21,21,3,0,0,0,0,0,0,0,0,21,13,23,13,21,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,62,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0
2890,Linden School,4,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,114,49,65,35,30,28,2,0,19,0,114,0,0,0,22,17,23,16,17,19,0,0,0,0,0,0,0,0,0,22,17,23,15,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,35,20,2,0,1,3,2,2,16,5,4,3,1,0,1,0,16,3,0
2891,Linkwater School,8,Full Primary,State: Not integrated,Co-Ed,Marlborough Region,Nelson/Marlborough/West Coast,Marlborough District,39,22,17,2,1,2,0,0,34,0,39,0,0,0,4,7,4,6,5,2,7,4,0,0,0,0,0,0,0,4,7,4,6,5,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,26,8,0
2892,Lyall Bay School,7,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,427,203,224,60,54,68,35,0,210,0,427,0,0,0,82,77,66,77,65,60,0,0,0,0,0,0,0,0,0,78,77,70,74,68,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,60,46,2,3,0,3,0,0,10,37,12,9,14,3,18,0,191,19,0
2893,Maidstone Intermediate,7,Intermediate,State: Not integrated,Co-Ed,Wellington Region,Wellington,Upper Hutt City,545,263,282,127,25,22,18,2,351,0,545,0,0,0,0,0,0,0,0,0,265,280,0,0,0,0,0,0,0,0,0,0,0,0,1,233,282,29,0,0,0,0,0,0,0,0,0,0,0,0,87,0,41,138,279,127,10,4,3,3,1,0,4,7,9,2,4,0,1,17,2,325,26,0
2894,Makara Model School,7,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,27,14,13,3,1,2,0,0,21,0,27,0,0,0,4,3,4,4,2,5,2,3,0,0,0,0,0,0,0,3,4,4,4,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,2,0
2895,Makuri School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Tararua District,11,6,5,3,0,0,0,0,8,0,11,0,0,0,2,1,1,2,1,2,0,2,0,0,0,0,0,0,0,2,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2896,Manakau School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,86,44,42,22,0,2,0,1,61,0,86,0,0,0,14,17,13,9,9,10,14,0,0,0,0,0,0,0,0,13,18,12,8,11,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,60,1,0
2897,Mangamaire Country School,9,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Tararua District,26,11,15,6,0,0,0,0,20,0,26,0,0,0,3,2,2,0,5,6,6,2,0,0,0,0,0,0,0,3,2,2,0,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
2899,Mangaroa School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Upper Hutt City,106,40,66,5,0,6,0,0,95,0,106,0,0,0,11,21,20,23,9,16,6,0,0,0,0,0,0,0,0,10,22,18,25,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,88,7,0
2900,Mangatainoka School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Tararua District,56,24,32,23,0,0,0,0,33,0,56,0,0,0,4,7,8,7,6,9,11,4,0,0,0,0,0,0,0,4,7,8,7,6,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
2902,Maoribank School,3,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Upper Hutt City,81,38,43,55,12,3,0,0,11,0,81,0,0,0,13,10,12,11,15,19,1,0,0,0,0,0,0,0,0,13,10,12,10,15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,55,8,2,0,0,0,2,0,2,0,0,1,0,0,0,0,11,0,0
2903,Maraeroa School,1,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Porirua City,127,63,64,30,90,2,3,0,2,0,127,0,0,0,22,20,16,26,23,19,1,0,0,0,0,0,0,0,0,22,19,17,25,23,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,31,0,30,43,27,0,1,3,16,0,1,0,0,1,0,3,0,0,2,0,0
2904,Holy Cross School (Miramar),5,Full Primary,State: Integrated,Co-Ed,Wellington Region,Wellington,Wellington City,216,116,100,17,57,47,50,4,41,0,216,0,0,0,23,20,22,29,27,24,26,45,0,0,0,0,0,0,0,22,18,23,30,27,22,23,43,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,17,37,4,9,0,5,1,1,8,23,13,3,42,0,8,4,35,6,0
2906,Martinborough School,7,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,South Wairarapa District,251,123,128,69,2,3,0,0,177,0,251,0,0,0,42,34,40,28,33,28,24,22,0,0,0,0,0,0,0,41,34,40,29,33,27,22,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,69,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,172,5,0
2909,Masterton Intermediate,5,Intermediate,State: Not integrated,Co-Ed,Wellington Region,Wellington,Masterton District,401,204,197,112,13,7,2,2,265,0,401,0,0,0,0,0,0,0,0,0,179,222,0,0,0,0,0,0,0,0,0,0,0,0,2,147,210,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,112,7,0,1,0,1,0,4,2,1,4,0,0,1,1,2,249,16,0
2911,Mauriceville School,4,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Masterton District,24,6,18,11,0,0,0,0,13,0,24,0,0,0,3,2,3,3,5,4,3,1,0,0,0,0,0,0,0,3,2,3,3,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2912,Mayfield School (Blenheim),2,Contributing,State: Not integrated,Co-Ed,Marlborough Region,Nelson/Marlborough/West Coast,Marlborough District,80,48,32,35,7,4,1,0,33,0,80,0,0,0,13,19,13,15,8,12,0,0,0,0,0,0,0,0,0,12,19,13,16,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,0,35,5,0,1,0,0,0,1,0,2,1,1,0,1,0,0,32,1,0
2915,Miramar Central School,6,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,236,116,120,33,31,66,15,0,91,0,236,0,0,0,38,28,46,37,43,36,5,3,0,0,0,0,0,0,0,38,27,44,40,43,35,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,33,18,9,1,1,1,0,1,28,14,18,6,9,1,5,0,84,7,0
2916,Miramar North School,8,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,284,142,142,35,18,40,12,0,179,0,284,0,0,0,64,51,54,42,44,28,1,0,0,0,0,0,0,0,0,63,50,53,44,45,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,35,11,2,0,0,4,0,1,1,13,13,13,11,0,1,0,152,27,0
2918,Mt Cook School (Wellington),5,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,218,106,112,33,18,68,16,2,81,0,218,0,0,0,27,29,31,26,27,19,25,34,0,0,0,0,0,0,0,27,26,33,27,27,19,22,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,33,17,0,0,1,0,0,0,22,18,20,8,7,1,8,2,69,12,0
2920,Muritai School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,442,229,213,25,4,18,5,7,383,0,442,0,0,0,58,55,73,53,56,57,51,39,0,0,0,0,0,0,0,56,56,72,54,57,57,38,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,25,1,2,0,0,0,0,1,2,8,5,3,1,3,1,7,321,62,0
2921,Naenae Intermediate,2,Intermediate,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,361,164,197,134,79,26,8,3,111,0,361,0,0,0,0,0,0,0,0,0,179,182,0,0,0,0,0,0,0,0,0,0,0,0,0,154,177,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,134,53,12,8,2,1,3,0,12,9,3,2,0,0,8,3,108,3,0
2922,Naenae School,1,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,146,71,75,73,44,13,3,0,13,0,146,0,0,0,27,19,26,24,24,23,2,1,0,0,0,0,0,0,0,26,20,26,24,24,22,3,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,132,0,73,30,5,0,0,2,2,5,2,0,0,11,1,2,0,0,13,0,0
2923,Natone Park School,1,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Porirua City,128,59,69,75,53,0,0,0,0,0,128,0,0,0,12,15,14,14,17,21,15,20,0,0,0,0,0,0,0,12,15,14,13,18,19,15,20,2,0,0,0,0,0,0,0,0,0,0,84,0,0,0,44,0,0,75,29,6,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0
2924,Newlands Intermediate,9,Intermediate,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,322,160,162,43,21,87,5,3,162,1,321,0,1,0,0,0,0,0,0,0,163,159,0,0,0,0,0,0,0,0,0,0,0,0,2,141,162,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,43,9,2,3,0,2,3,2,17,32,19,19,1,3,1,3,147,15,1
2925,Newlands School,8,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,305,157,148,59,43,68,9,2,124,0,305,0,0,0,61,64,47,46,56,25,6,0,0,0,0,0,0,0,0,59,63,49,46,57,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,59,20,4,4,0,7,7,1,16,29,4,19,5,2,2,2,115,9,0
2926,Newtown School,4,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,251,138,113,58,43,29,2,27,92,0,251,0,0,0,56,44,48,40,31,27,2,3,0,0,0,0,0,0,0,56,44,48,39,32,27,2,2,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,234,0,58,27,7,5,1,1,2,0,13,9,6,1,2,0,0,27,89,3,0
2927,Ngaio School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,521,259,262,27,7,36,6,2,443,0,521,0,0,0,95,91,94,75,70,81,15,0,0,0,0,0,0,0,0,90,94,94,71,75,79,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,27,7,0,0,0,0,0,0,7,7,11,11,3,1,2,2,397,46,0
2928,Ngati Toa School,2,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Porirua City,161,74,87,125,12,2,0,6,16,0,161,0,0,0,32,34,28,17,26,23,1,0,0,0,0,0,0,0,0,30,32,31,18,26,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,125,5,6,0,1,0,0,0,0,1,0,1,0,0,0,6,15,1,0
2930,Normandale School,10,Contributing,State: Not integrated,Co-Ed,Wellington Region,Wellington,Lower Hutt City,134,70,64,9,4,3,0,0,118,0,134,0,0,0,30,25,21,19,22,16,1,0,0,0,0,0,0,0,0,29,26,20,19,22,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,9,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,109,9,0
2931,Northland School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Wellington City,323,159,164,18,8,29,4,0,264,0,323,0,0,0,28,53,39,42,36,55,40,30,0,0,0,0,0,0,0,27,51,41,42,37,56,35,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,18,5,2,1,0,0,0,0,3,3,17,6,0,1,3,0,256,8,0
2933,Ohau School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,195,91,104,45,5,7,1,2,135,0,195,0,0,0,20,24,22,26,24,27,24,28,0,0,0,0,0,0,0,17,25,23,27,24,28,22,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,45,5,0,0,0,0,0,0,2,1,4,0,0,0,1,2,129,6,0
2936,Opaki School,10,Full Primary,State: Not integrated,Co-Ed,Wellington Region,Wellington,Masterton District,170,82,88,8,0,2,0,11,149,0,170,0,0,0,13,21,23,23,24,27,22,17,0,0,0,0,0,0,0,13,21,23,21,25,27,20,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,67,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,141,8,0
2937,Opiki School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Horowhenua District,106,46,60,19,2,3,2,1,79,0,106,0,0,0,10,14,15,12,8,23,14,10,0,0,0,0,0,0,0,10,14,15,12,8,23,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,19,0,0,2,0,0,0,0,3,0,0,0,0,2,0,1,79,0,0
